outer_fold,inner_fold,role,task,model,cutoff,tp,fp,tn,fn,precision,recall,f1,tpr,fpr,accuracy
0,-1,test,y,sparse_logistic,0.87,22,90,2596,47,0.19642857142857142,0.3188405797101449,0.2430939226519337,0.3188405797101449,0.03350707371556218,0.9502722323049002
0,-1,test,y,sparse_logistic,0.88,22,81,2605,47,0.21359223300970873,0.3188405797101449,0.2558139534883721,0.3188405797101449,0.030156366344005956,0.9535390199637024
0,-1,test,y,sparse_logistic,0.89,22,75,2611,47,0.2268041237113402,0.3188405797101449,0.26506024096385544,0.3188405797101449,0.027922561429635145,0.9557168784029038
0,-1,test,y,sparse_logistic,0.9,21,70,2616,48,0.23076923076923078,0.30434782608695654,0.2625,0.30434782608695654,0.026061057334326135,0.9571687840290382
0,-1,test,y,sparse_logistic,0.91,21,67,2619,48,0.23863636363636365,0.30434782608695654,0.26751592356687903,0.30434782608695654,0.02494415487714073,0.9582577132486388
0,-1,test,y,sparse_logistic,0.92,21,61,2625,48,0.25609756097560976,0.30434782608695654,0.27814569536423844,0.30434782608695654,0.022710349962769917,0.9604355716878403
0,-1,test,y,sparse_logistic,0.93,19,55,2631,50,0.25675675675675674,0.2753623188405797,0.2657342657342658,0.2753623188405797,0.020476545048399106,0.9618874773139746
0,-1,test,y,sparse_logistic,0.9400000000000001,19,53,2633,50,0.2638888888888889,0.2753623188405797,0.2695035460992908,0.2753623188405797,0.019731943410275503,0.9626134301270417
0,-1,test,y,sparse_logistic,0.9500000000000001,18,45,2641,51,0.2857142857142857,0.2608695652173913,0.2727272727272727,0.2608695652173913,0.01675353685778109,0.9651542649727768
0,-1,test,y,sparse_logistic,0.9600000000000001,17,35,2651,52,0.3269230769230769,0.2463768115942029,0.2809917355371901,0.2463768115942029,0.013030528667163067,0.968421052631579
0,-1,test,y,sparse_logistic,0.97,14,29,2657,55,0.32558139534883723,0.2028985507246377,0.25,0.2028985507246377,0.010796723752792257,0.9695099818511796
0,-1,test,y,sparse_logistic,0.98,10,22,2664,59,0.3125,0.14492753623188406,0.19801980198019803,0.14492753623188406,0.008190618019359643,0.9705989110707804
0,-1,test,y,sparse_logistic,0.99,6,9,2677,63,0.4,0.08695652173913043,0.14285714285714285,0.08695652173913043,0.0033507073715562173,0.9738656987295826
0,-1,test,y,xgb_clf,0.01,69,2490,196,0,0.026963657678780773,1.0,0.05251141552511415,1.0,0.9270290394638868,0.09618874773139746
0,-1,test,y,xgb_clf,0.02,66,2221,465,3,0.028858766943594228,0.9565217391304348,0.056027164685908314,0.9565217391304348,0.8268801191362621,0.1927404718693285
0,-1,test,y,xgb_clf,0.03,64,1990,696,5,0.0311587147030185,0.927536231884058,0.060292039566650975,0.927536231884058,0.7408786299329858,0.27586206896551724
0,-1,test,y,xgb_clf,0.04,63,1810,876,6,0.03363587827015483,0.9130434782608695,0.06488156539649846,0.9130434782608695,0.6738644825018615,0.3408348457350272
0,-1,test,y,xgb_clf,0.05,63,1683,1003,6,0.03608247422680412,0.9130434782608695,0.06942148760330578,0.9130434782608695,0.6265822784810127,0.3869328493647913
0,-1,test,y,xgb_clf,0.060000000000000005,63,1547,1139,6,0.0391304347826087,0.9130434782608695,0.07504466944609887,0.9130434782608695,0.5759493670886076,0.4362976406533575
0,-1,test,y,xgb_clf,0.06999999999999999,62,1430,1256,7,0.04155495978552279,0.8985507246376812,0.07943625880845612,0.8985507246376812,0.5323901712583767,0.4784029038112523
0,-1,test,y,xgb_clf,0.08,59,1319,1367,10,0.04281567489114659,0.855072463768116,0.08154803040774017,0.855072463768116,0.49106478034251677,0.5176043557168784
